SNP ID,№ каталога ВИР,Дата посева,Посев-начало всходов (дней),Начало всходов-начало цветения (дней),Начало всходов-конец цветения (дней),Начало цветения-конец цветения (дней),Начало цветения- начало созревания (дней),Начало всходов- начало созревания (дней),Начало всходов- полное созревание (дней),Начало созревания-полное созревание (дней),Цветок - окраска,Стебель окраска,Форма куста,Размер листочка,Цветоножка (окраска),Аскохитоз (поражение),Аскохитоз (устойчивость),Стебель- ветвистость (балл),Стебель  длина ветвей 1-го порядка,Стебель - характер ветвления (ветви 1-го порядка),Стебель - характер ветвления (ветви 2-го порядка),Осыпаемость бобов,Растрескиваемость бобов,Ptht 1,Ptht 2,Ptht 3,Ptht 4,Ptht 5,Hlp 1,Hlp 2,Hlp 3,Hlp 4,Hlp 5,Byld 1,Byld 2,Byld 3,Byld 4,Byld 5,WpWp 1,WpWp 2,WpWp 3,WpWp 4,WpWp 5,PPP 1,PPP 2,PPP 3,PPP 4,PPP 5,SPP 1,SPP 2,SPP 3,SPP 4,SPP 5,SYDS 1,SYDS 2,SYDS 3,SYDS 4,SYDS 5,PodSH,PDL 1,PDL 2,PDL 3,PDL 4,PDL 5,PDW 1,PDW 2,PDW 3,PDW 4,PDW 5,SSH,SCO,TSW
VT0022_0590,590,2016-04-28,8,39,52,13,42,81,98,17,1,3,3,7,3,1,9,9,5,1,5,1,2,70,67,70,70,65,20,29,27,25,19,135.3,57.8,59.2,105.3,68.2,77.5,29.7,38.7,57.8,34.3,61,40,35,69,50,58,90,39,48,53,20.7,15.2,13.9,17.6,19.9,5,28,21,25,30,25,14,13,13,15,12,3,1,385
VT0025_0593,593,2016-04-28,7,40,54,14,40,80,90,10,2,3,5,5,3,1,9,9,7,1,5,1,2,55,65,61,55,60,40,16,26,25,33,92.4,92.4,70.5,40.7,39.8,29.4,49.7,33.6,23.5,19.3,23,96,99,51,46,27,100,85,46,43,7.4,29.6,25,12.4,12.3,7,21,21,20,20,21,10,11,10,10,11,3,10,270
VT0027_0596,596,2016-04-28,8,39,53,14,42,81,96,15,1,3,3,5,3,1,9,9,7,1,7,1,2,63,65,60,62,55,13,25,17,25,17,103.7,148.8,100.3,154.7,200.2,57.5,62.7,48.4,75.6,90,87,133,101,129,181,41,77,72,103,125,14.5,28.8,31.7,41.6,55.8,7,20,25,24,23,27,10,12,13,12,13,3,11,375
VT0028_0599,599,2016-04-28,8,39,53,14,42,81,98,17,1,3,1,7,3,5,5,9,7,1,7,2,2,58,52,65,70,66,21,27,25,35,31,80.7,33.5,55.8,50.5,61,41.2,13.7,31.3,31.7,40.2,56,34,35,30,33,71,24,44,37,34,24.6,11.7,14.1,11.7,12,5,26,24,24,26,23,13,13,14,14,14,5,1,340
VT0029_0600,600,2016-04-28,9,35,52,17,43,78,91,13,1,3,3,7,3,3,7,9,7,1,7,1,2,50,55,62,65,65,30,27,19,40,19,37.3,40.1,64.7,35.9,144.8,15,14.8,30.1,20.1,70,68,54,63,29,152,55,46,63,26,123,18.3,16.6,22.1,9.2,45.9,7,21,22,23,21,22,11,11,12,10,11,3,1,325
VT0031_0603,603,2016-04-28,8,45,53,8,36,81,96,15,1,3,3,7,3,3,7,9,7,1,7,1,2,72,74,70,70,60,25,30,30,25,16,70.3,132.1,135.1,53.7,190.2,50.3,83.1,87.5,35.3,106.6,39,95,71,36,144,27,77,75,40,107,12.8,28.7,25.8,14.9,42.1,7,23,23,22,25,25,12,12,13,10,11,3,2,380
VT0033_0606,606,2016-04-28,8,40,53,13,40,80,92,12,1,3,1,5,3,3,7,7,7,1,7,1,2,55,61,65,60,70,30,30,27,30,27,100.3,113.7,69.4,51.5,177.5,44.7,44.2,30.7,16.2,81.8,133,140,81,65,183,186,181,99,89,216,44.3,40.9,21.6,20.4,48.7,7,20,20,25,20,20,10,10,10,8,9,5,1,240
VT0035_0608,608,2016-04-28,8,32,53,21,48,80,94,14,1,3,3,5,3,5,5,3,7,1,7,2,2,50,50,52,45,40,25,22,25,20,20,37.4,12.4,24.9,33.5,34.2,12.1,5.4,11.9,13.3,14.1,54,18,33,52,38,40,17,24,32,27,36.3,5.8,9.4,14.3,12,7,25,22,25,20,17,12,11,8,8,7,3,1,310
VT0037_0610,610,2016-04-28,8,37,53,16,38,75,88,13,1,3,5,5,3,5,5,9,7,1,7,2,1,52,45,60,50,42,23,20,30,35,27,36.6,25.5,109.5,13.7,76.8,12.3,9.4,40.7,60.2,21.4,67,37,68,23,54,72,34,184,25,133,15.2,7.5,44.1,5.8,29.9,7,20,19,20,20,20,9,9,10,10,9,3,1,240
VT0038_0611,611,2016-04-28,8,35,53,18,46,81,97,16,2,3,1,3,3,5,5,7,7,1,7,2,2,52,43,55,60,50,15,23,20,15,25,53.4,25.5,83.1,56.3,40.4,28.3,11.4,34.1,40.4,24.4,68,60,117,53,45,70,37,144,48,54,13.9,8.6,28.8,9.1,14.2,7,16,16,16,16,16,7,7,7,7,5,3,11,220
VT0039_0793,793,2016-04-28,8,39,53,14,41,80,95,15,3,3,5,5,3,1,9,7,7,7,7,1,2,65,55,50,50,52,32,20,20,12,20,155.3,127.9,62,175.4,102.8,73.6,45.6,19.4,62.7,43.9,167,235,163,217,139,176,263,156,236,162,46.8,52,32.9,53.7,32.8,7,20,24,19,22,25,11,9,8,11,10,3,11,250
VT0040_0856,856,2016-04-28,9,38,54,16,40,78,90,12,3,5,5,5,7,5,5,9,7,1,5,2,2,50,60,40,50,50,12,23,20,15,20,106.1,57.3,28.7,42.2,37.2,25.5,34.1,8.6,23.8,19.8,229,69,65,91,65,160,33,49,60,37,53.9,11.3,12.2,17.8,11.2,7,22,21,24,22,24,10,12,13,12,12,3,11,305
VT0041_0857,857,2016-04-28,8,39,53,14,42,81,96,15,1,3,7,5,3,1,9,5,7,1,5,1,2,60,60,63,62,60,23,32,35,30,27,61.8,55.8,49.7,60.3,114.8,26.4,28.3,33.1,26.4,76.3,59,51,30,55,63,46,35,28,44,84,22,16.6,9.7,20.5,35.2,5,30,30,30,30,30,14,13,13,13,13,5,1,350
VT0042_0858,858,2016-04-28,8,37,53,16,44,81,97,16,1,3,3,5,3,7,3,5,7,1,5,2,2,60,56,51,55,55,19,25,17,15,17,159.1,43.7,59.3,70.9,112.7,46.2,18.2,34.7,48.1,55.1,158,48,54,71,109,175,58,42,56,119,51.6,16.3,10.9,16,29.5,5,25,25,26,25,25,12,12,11,10,12,3,1,290
VT0044_0863,863,2016-04-28,8,39,53,14,44,83,101,18,1,3,5,5,3,5,5,7,3,7,7,1,2,60,68,56,62,57,22,26,20,20,21,68.9,154,25.7,41.8,52.8,38.1,68.3,16.5,23,26.7,146,296,52,101,107,99,166,38,60,80,14.1,24.6,5,7.6,10.5,7,20,20,20,21,21,12,12,12,12,11,5,1,160
VT0045_0865,865,2016-04-28,8,39,66,27,14,53,102,49,3,3,5,3,7,7,3,7,3,7,7,1,1,57,55,50,50,56,30,25,24,25,25,37.9,47.6,61.4,44.8,47.5,21.8,26.5,36.2,26.4,27.4,35,76,89,80,62,15,59,67,38,48,7,13.9,14,8.7,13.5,5,23,23,23,23,22,13,13,13,12,13,5,1,265
VT0046_0866,866,2016-04-28,8,37,53,16,45,82,96,14,1,3,5,5,3,7,3,9,3,7,5,2,1,40,44,55,56,57,25,22,25,20,20,28.6,25.6,66.7,41.6,58.3,17.6,13.7,42.7,25.8,43.6,36,35,82,60,58,25,25,33,26,25,5.7,5.6,6.1,7.1,6.9,5,24,23,23,25,24,12,13,14,14,13,5,1,230
VT0047_0868,868,2016-04-28,8,37,53,16,45,82,96,14,1,3,3,5,3,7,3,9,3,7,5,2,1,50,50,50,53,47,17,11,17,24,20,65.3,49,106.4,20.2,48,30.4,25.7,61.8,15.4,27.2,107,85,133,25,41,272,92,105,9,38,18.4,12.3,20.1,1.3,6.7,5,24,24,22,23,23,13,13,12,13,13,5,1,210
VT0048_0871,871,2016-04-28,8,39,52,13,43,82,98,16,1,3,3,7,3,7,3,9,3,1,5,2,1,70,53,53,56,57,20,15,20,20,23,46.4,48.6,27.7,34.3,31.5,35.9,28.6,23.8,24.2,18.8,21,52,12,27,13,14,29,5,16,7,3,7.9,0.6,4.4,1.6,5,30,30,28,30,27,15,17,14,15,15,3,10,265
VT0049_0872,872,2016-04-28,8,39,53,14,42,81,97,16,3,3,5,5,3,7,3,3,5,7,5,2,2,71,55,50,57,60,21,20,30,25,23,51.6,30.4,18.9,64.9,43.5,21.6,10.3,9.2,48.2,20.1,118,72,37,62,69,84,69,28,35,57,16.7,11.6,5.3,6.2,11,7,22,19,18,20,20,10,9,8,10,9,3,11,215
VT0050_0874,874,2016-04-28,8,39,78,39,48,87,103,16,2,3,3,5,3,7,3,3,5,7,7,1,1,70,55,50,53,60,23,17,17,17,30,57.7,24.8,67.7,35.8,51.9,30.6,20.2,45.3,23.8,34.4,97,16,76,49,48,73,10,59,32,44,11.9,1.7,10.5,4.5,6.5,5,23,26,25,28,20,10,13,13,13,10,3,11,180
VT0051_0882,882,2016-04-28,8,39,52,13,41,80,95,15,1,3,5,5,3,7,3,7,5,1,5,2,1,50,56,45,50,63,19,25,23,19,23,16.1,27.3,17.9,37.1,33,8.2,17.1,11.4,12.1,18.4,28,33,27,35,50,15,17,16,29,29,3.5,3.2,3,6.4,6.2,5,25,25,25,30,27,12,13,13,12,14,7,4,225
VT0052_0883,883,2016-04-28,8,39,53,14,43,82,98,16,1,3,3,5,3,5,5,3,5,7,5,1,2,50,53,63,50,65,16,27,26,20,22,56.1,13.2,48.7,20.5,70.9,24.7,5.6,26.5,10.5,43,77,44,69,33,86,78,28,56,31,66,15.8,4.5,11.3,5,12.7,7,20,24,22,20,18,10,10,10,10,10,5,1,245
VT0053_0896,896,2016-04-28,8,39,79,40,43,82,101,19,2,5,3,5,7,5,5,3,5,3,7,1,2,70,70,85,57,65,17,30,20,33,25,40.8,33.1,65.7,12.8,22.3,29.7,15.2,42.1,8.2,12.1,40,59,66,17,22,24,49,44,12,14,3.8,10.3,6.6,2.8,2.9,7,22,22,25,20,20,12,11,12,10,12,3,10,240
VT0055_1558,1558,2016-04-28,8,39,53,14,42,81,96,15,1,3,3,7,3,7,3,3,5,1,5,2,1,63,70,71,62,62,33,20,35,25,27,34.7,40.2,41.7,51.4,58.2,24.3,27.3,22.4,31.1,30.6,20,34,47,56,64,10,24,35,36,42,4.1,6.9,10.9,13.5,17,5,25,25,25,25,25,13,15,12,13,13,5,1,300
VT0056_2340,2340,2016-04-28,8,46,56,10,36,82,99,17,1,3,3,5,3,1,9,3,3,1,5,1,1,83,75,80,75,70,25,25,20,30,22,137.2,97,127.2,108.7,222.9,87.6,50,87.9,81.2,103.2,77,133,62,65,211,69,137,53,59,223,23,40.6,18.2,19.7,69.8,7,22,23,25,24,25,12,12,12,11,13,3,1,330
VT0057_2341,2341,2016-04-28,8,42,52,10,39,81,96,15,1,3,3,5,3,3,7,5,5,1,5,1,2,75,63,80,81,60,15,20,20,26,27,157.7,198.5,72.5,108.4,80.3,130.5,102.6,26.7,42.2,40.1,87,162,113,117,83,96,189,112,146,80,33.3,61.3,34.9,46.1,27.8,7,25,22,27,24,25,11,10,13,12,11,3,1,310
VT0058_2374,2374,2016-04-28,8,39,52,13,40,79,91,12,1,3,3,5,3,7,3,7,3,7,5,1,1,60,80,63,62,55,26,18,27,20,30,36.7,74.3,71.2,45.5,24.6,25,38.2,57.2,34.1,18.7,22,64,20,38,16,13,52,10,26,3,2.6,12.2,3,5.2,0.6,5,26,30,25,24,24,13,15,14,14,11,3,1,270
VT0059_2394,2394,2016-04-28,9,38,51,13,43,81,96,15,1,3,3,5,3,7,3,7,3,1,7,2,1,67,65,52,63,60,23,27,26,24,20,57.9,25.5,108.3,50.9,53.8,34.4,21.3,64.7,32.1,36.4,54,18,93,45,58,28,6,57,21,30,8.3,2.1,17,8.9,11.7,7,22,20,25,23,24,10,10,10,11,11,3,1,305
VT0060_2399,2399,2016-04-28,9,38,51,13,43,81,97,16,1,3,3,5,3,7,3,7,7,1,7,2,1,50,70,80,45,80,20,27,25,16,25,56.1,31.6,95.3,36.3,63.2,20.8,19,60.8,21.4,45,58,26,49,28,33,60,16,20,17,11,17.2,3.9,8.4,6.7,3.2,5,26,25,29,22,27,15,13,15,12,15,3,1,300
VT0061_2412,2412,2016-04-28,8,40,52,12,42,82,100,18,1,3,3,5,3,5,5,7,7,1,5,1,2,70,75,71,70,80,35,35,30,23,35,130.2,153.6,149.7,108.4,68.4,76.2,114.1,81.3,57.5,54.3,72,88,101,79,27,60,75,81,81,26,15.4,27.6,29.3,31.9,8.4,7,23,24,22,28,25,11,11,12,13,13,3,1,280
VT0062_2413,2413,2016-04-28,8,39,52,13,43,82,98,16,1,3,5,5,3,7,3,7,7,1,5,1,1,71,53,67,55,50,40,30,20,25,26,43,25.9,94.4,52.1,20.5,38.8,17.5,68.9,34,15.5,19,20,79,40,4,78,9,41,18,4,3.9,4,13,8.6,1.4,5,25,25,25,25,23,14,14,13,14,12,3,1,340
VT0063_2438,2438,2016-04-28,8,36,52,16,46,82,99,17,1,3,7,5,3,5,5,9,3,1,5,1,2,70,57,60,70,70,26,30,35,40,27,63.1,69.1,31.8,70.5,59.6,45.1,47.4,24.2,45.9,39.5,57,61,28,61,60,30,42,16,54,46,9.2,11.3,3.9,13.4,13.8,7,23,21,21,21,21,12,11,11,11,11,3,1,280
VT0065_2493,2493,2016-04-28,8,37,53,16,45,82,99,17,1,3,3,7,3,5,5,5,5,1,5,2,1,67,60,67,63,72,24,26,32,20,24,103.1,121,75,85.4,145.3,69,69.9,57.8,55.2,84.5,72,106,45,51,90,56,66,46,46,76,26.2,27.4,17.4,17.1,36.8,5,25,25,27,23,23,12,12,12,15,12,3,1,380
VT0066_3055,3055,2016-04-28,8,38,53,15,44,82,100,18,1,3,3,5,3,7,3,5,5,1,5,2,1,65,60,60,70,75,30,26,35,34,23,53.7,49.5,14.3,79.5,57.5,34.4,22.6,8.6,55.6,31.6,47,59,14,36,40,27,40,20,27,30,8.5,13,5.1,8.5,11.1,7,20,25,22,22,23,10,12,11,11,12,3,1,290
VT0068_3083,3083,2016-04-28,8,38,54,16,44,82,98,16,1,3,7,5,3,3,7,5,5,1,5,1,2,93,80,90,90,93,40,40,41,30,37,127.5,143.9,123.7,119.5,132.5,114.5,106.5,89.4,95.3,80.3,80,48,50,84,79,55,67,70,35,53,23.7,22.9,27.3,12.2,27.3,5,25,25,24,23,23,14,14,13,13,12,7,1,380
VT0071_3200,3200,2016-04-28,9,37,51,14,41,78,94,16,1,3,3,5,3,5,5,9,7,7,7,1,1,65,65,60,53,55,15,10,21,30,21,63.4,59.8,43,34.6,18.7,34.7,28.2,32.8,24.9,15.5,74,55,43,29,28,44,49,24,15,17,11.6,10.5,5.4,3.8,3.9,7,25,24,24,26,22,12,12,11,12,10,5,1,245
VT0072_3264,3264,2016-04-28,8,39,52,13,40,79,95,16,1,3,3,5,3,7,3,9,7,7,7,1,1,70,55,70,61,53,20,30,30,21,27,69.3,33.9,45.7,37.3,32.3,49.6,25.2,31.8,29,26.7,56,22,46,37,33,37,7,20,17,17,13.2,2.4,6.7,5.5,4.6,7,24,23,20,19,22,12,10,10,10,12,3,1,350
VT0073_3271,3271,2016-04-28,8,39,52,13,44,83,99,16,1,3,3,7,3,5,5,5,7,7,5,2,1,53,70,70,70,65,19,19,23,20,26,95.8,145.1,100.3,115.1,124.9,56.2,90.9,74.9,84.7,65.3,95,104,68,60,100,48,64,31,27,68,15.1,24.3,14.7,7.6,31.9,5,27,23,24,25,23,14,14,14,14,13,3,1,315
VT0075_3273,3273,2016-04-28,8,39,53,14,43,82,100,18,1,3,3,7,3,5,5,9,5,7,5,1,2,73,62,53,65,67,20,27,26,23,26,61.9,67.2,58.9,137.7,129.5,50.3,44.2,40,75,80.7,27,39,32,90,105,16,27,30,61,78,5.3,12.6,8.8,27,29.4,7,22,22,25,26,20,15,12,13,12,14,3,1,390
VT0076_3274,3274,2016-04-28,8,39,53,14,44,83,100,17,1,3,3,5,3,5,5,7,5,7,5,1,2,45,52,60,50,62,25,25,26,27,25,30.8,74.6,68.3,18.6,64.7,18.3,56,40.4,14.5,38.6,21,21,54,14,44,17,19,43,11,40,5.5,4.7,12.3,2.9,12.4,5,27,24,25,25,29,15,13,14,12,14,3,1,365
VT0077_3275,3275,2016-04-28,8,39,53,14,44,83,100,17,1,3,3,7,3,5,5,9,5,7,5,2,1,70,70,75,73,81,25,23,35,30,28,46.8,149.3,43.1,62.4,129.2,33.6,91.7,18.7,46.2,74.6,37,123,44,51,119,19,130,48,47,125,5.9,36.5,15.1,12.9,34,7,22,20,23,20,21,10,10,12,9,11,3,1,310
VT0078_3293,3293,2016-04-28,8,38,53,15,43,81,100,19,1,3,3,7,3,7,3,9,5,7,5,1,1,65,70,60,77,75,20,26,19,24,23,128.1,89.1,24,48.5,115.3,43.9,78.5,17.6,46.1,101.9,106,42,13,18,59,105,34,9,11,29,35.7,8.6,2.7,2.8,8,5,25,26,26,26,26,13,13,13,14,13,3,1,395
VT0083_3428,3428,2016-04-28,8,39,53,14,42,81,93,12,1,3,5,5,3,5,5,7,3,7,5,1,2,55,50,50,52,60,33,20,17,22,26,20.2,43.5,27.3,17.9,18.5,7.5,16.6,11.6,11.1,10.5,34,72,29,26,24,19,26,23,16,10,7.6,10.8,7.5,4.2,4.3,7,22,21,25,20,25,12,11,12,10,13,3,1,255
VT0084_3438,3438,2016-04-28,8,39,53,14,43,82,89,7,1,3,3,5,3,5,5,7,5,7,5,2,1,70,62,80,50,60,24,21,26,30,26,38.2,73.8,95.6,17.3,26,32.5,52.7,61.8,11.8,17.3,13,51,52,8,18,4,23,22,2,8,2.5,9.9,15.1,2.5,6.1,5,23,21,23,25,24,13,11,13,15,13,3,1,340
VT0085_3439,3439,2016-04-28,8,40,53,13,41,81,94,13,1,3,7,7,3,1,9,5,5,1,5,1,2,80,78,70,73,75,52,43,43,45,35,94,53.4,49.9,37.9,67.6,62.5,29.1,26.7,23.6,51.7,49,53,40,30,37,38,42,37,30,28,18.9,19.7,14.5,12.9,12.9,7,27,29,27,27,27,14,14,13,14,14,3,1,360
VT0088_3462,3462,2016-04-28,8,39,53,14,43,82,100,18,1,3,3,5,3,3,7,9,7,7,7,2,1,50,57,65,65,53,26,27,27,40,30,36,59,97.6,32.2,53.1,23.8,35.5,78.5,18.1,21.9,39,63,39,35,93,21,58,22,37,96,7.5,10.4,9.1,6.6,16.9,7,21,24,24,22,25,11,12,13,11,12,3,1,205
VT0089_3473,3473,2016-04-28,8,39,53,14,43,82,100,18,1,3,3,5,3,3,7,9,7,7,7,2,1,56,60,55,60,63,20,27,30,20,17,62.3,34,57.6,70.6,92,32.5,20.2,42.2,35.3,43.8,58,31,27,64,78,46,15,12,46,86,18,8,7.4,19.8,26.8,5,23,26,30,25,26,11,13,15,12,14,3,1,345
VT0091_3516,3516,2016-04-28,8,39,53,14,43,82,97,15,1,3,5,5,3,5,5,9,7,7,7,2,1,70,70,60,60,62,20,24,31,30,25,42.3,52.5,34.6,36.6,34.1,24,31.5,26.5,25,25.6,65,56,33,42,30,30,49,26,20,11,7.5,13,6.5,5.5,3,7,22,21,22,20,20,10,11,10,10,8,3,1,275
VT0092_3517,3517,2016-04-28,8,39,53,14,43,82,98,16,1,3,3,5,3,3,7,9,7,7,7,2,1,57,65,63,50,60,20,30,25,20,20,86.2,76.1,74,56.2,72.2,37.2,36.3,24,27.9,42,124,89,77,88,73,70,57,46,37,32,29.9,25.4,20.7,14.8,9.2,7,23,26,26,25,26,11,12,13,12,12,3,1,385
VT0094_3519,3519,2016-04-28,8,39,53,14,41,80,94,14,1,3,1,5,3,5,5,9,7,7,7,2,1,50,53,60,52,75,20,22,22,25,20,103.3,54.4,25.4,32.4,102.2,39.7,21.5,13,18.3,47.1,134,65,45,38,109,110,55,28,21,68,29.3,22.5,9.5,7.5,24.6,7,25,25,22,20,22,14,15,11,12,10,3,1,300
VT0096_3521,3521,2016-04-28,9,38,52,14,44,82,101,19,1,3,3,5,3,5,5,9,7,7,5,2,2,55,60,63,60,55,20,17,17,21,23,87.6,66.9,64.6,10.5,57.3,51.4,10.6,32.4,38.5,35.2,85,48,82,71,60,66,21,64,42,39,20.4,7.2,21.6,16.2,10.5,7,24,25,21,20,22,12,12,12,10,11,3,1,320
VT0098_3529,3529,2016-04-28,8,35,54,19,47,82,100,18,1,3,3,5,3,5,5,9,7,7,5,2,2,63,55,65,55,61,17,16,33,29,31,58.4,73.3,23.4,56,102.3,33.3,35.2,11.4,21.7,59.7,56,52,34,54,38,46,55,24,34,69,15.2,25.1,6.2,15.9,26.5,7,20,21,21,22,26,10,11,11,10,13,3,1,355
VT0099_3530,3530,2016-04-28,8,38,53,15,44,82,100,18,1,3,3,5,3,5,5,9,7,7,5,1,2,70,60,70,52,60,19,19,19,16,17,54.4,58.5,50.5,107.9,55.5,27,30,31.8,34.4,24.8,62,68,53,141,54,59,67,52,180,25,14.2,15.1,10.5,41.4,20,7,22,22,20,24,23,11,11,10,11,11,3,1,245
VT0100_3563,3563,2016-04-28,8,47,53,6,35,82,101,19,1,3,3,5,3,3,7,9,5,7,5,1,2,65,60,60,60,65,30,30,27,25,23,135,101.4,104.2,101.5,260.2,82.6,52.3,64.8,50.3,144.8,76,88,58,82,153,53,71,49,63,122,23.4,32.7,23.9,32.8,62.4,5,25,24,25,25,25,12,11,12,12,14,3,1,400
VT0101_3570,3570,2016-04-28,8,39,53,14,43,82,99,17,1,3,3,5,3,5,5,9,5,7,5,1,2,60,35,70,60,63,13,25,17,25,15,124.5,51.4,99.7,60.4,62.4,68.8,24.6,37.4,20.9,39.4,79,43,107,150,31,78,52,135,56,27,33,16.2,40.3,18.4,12.8,7,23,24,20,25,25,11,10,10,12,15,3,1,460
VT0102_3571,3571,2016-04-28,8,39,53,14,41,80,95,15,1,3,1,5,3,5,5,9,5,7,5,2,1,62,60,50,50,60,15,17,13,17,18,133.8,125.8,102.8,91.1,132.2,31.6,28.2,28.2,30.9,54.4,152,133,110,79,115,113,108,86,66,68,53.3,58.7,46.1,32.1,46.4,5,29,26,30,26,27,13,13,15,14,15,3,1,440
VT0103_3572,3572,2016-04-28,8,39,53,14,41,80,97,17,1,3,1,5,3,5,5,9,7,7,7,1,1,55,55,50,51,50,20,20,19,21,21,188.4,53,117.4,107.5,147.4,41.7,20.5,38.7,45.2,56.8,194,52,122,111,56,148,38,111,70,35,88.6,19.2,46.7,36.2,8,5,28,25,25,26,25,14,13,12,12,12,3,1,465
VT0104_3593,3593,2016-04-28,9,38,52,14,41,79,95,16,1,3,1,5,3,3,7,9,7,7,5,1,2,70,56,60,45,41,17,25,25,20,16,74.4,26.5,34.1,31.1,22.9,45.7,17.2,21.1,12.3,8,56,28,43,51,34,109,17,22,33,29,51.1,4.4,5.5,6.6,7.4,7,22,22,21,22,21,12,11,11,11,11,3,1,395
VT0105_3594,3594,2016-04-28,8,39,53,14,42,81,95,14,1,3,1,5,3,5,5,9,7,7,5,1,2,61,50,57,50,60,25,30,23,31,19,57.7,23.3,32.3,23.6,48.1,36.6,13.5,11.7,9.5,10.5,116,29,36,29,57,55,33,38,25,71,40.4,9.9,12.6,10.2,22.9,7,25,23,25,24,24,12,11,12,11,12,3,1,390
VT0106_3595,3595,2016-04-28,8,39,53,14,44,83,97,14,1,3,1,7,3,5,5,9,5,7,5,1,2,65,60,60,61,55,25,20,19,20,23,80.5,35.2,20.8,36.4,25.8,32.4,22,11.8,13.8,10.2,80,47,22,42,25,67,40,16,37,32,27.2,16.9,5.6,16.1,11.7,7,24,22,22,22,23,11,11,11,11,12,3,1,410
VT0107_3596,3596,2016-04-28,8,39,53,14,44,83,100,17,1,3,1,5,3,3,7,9,5,7,5,2,2,65,65,61,55,60,20,35,25,17,22,65,50.5,58.8,39.3,86.8,40,17.7,19,22,46.6,53,52,71,30,61,27,41,39,34,48,12.7,21.6,21.7,13.2,24.5,7,22,24,24,23,22,11,12,12,12,11,3,1,400
VT0108_3597,3597,2016-04-28,8,39,52,13,44,83,99,16,1,3,3,7,3,3,7,9,7,1,7,2,2,60,61,72,70,72,17,35,23,25,23,114.6,62.4,96,74.1,179.1,44.5,39.6,55.7,36.4,71.7,84,36,66,67,139,77,38,53,56,101,29.2,15.1,23,23,52.4,7,26,25,24,25,22,13,13,12,13,11,3,1,335
VT0109_3598,3598,2016-04-28,8,39,53,14,42,81,90,9,1,3,3,7,3,5,5,9,5,7,7,2,2,70,66,60,66,60,23,23,19,17,25,96,125.3,49.9,75.7,67.4,66.8,79.7,17.2,38.5,27,67,78,77,117,58,30,61,50,92,44,9.5,18.2,18.4,30.5,21.2,7,25,22,22,22,23,14,10,10,12,12,3,1,280
